"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
7947,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:47","03/11/2017",17
7948,"Bread","morning","weekend",1.61,4,"female","Cash","Korean","11:51","03/11/2017",29
7949,"Hot chocolate","morning","weekend",20.12,2,"Male","Online Wallet","Germany","11:53","03/11/2017",29
7949,"Bread","morning","weekend",1.61,4,"Male","Online Wallet","Germany","11:53","03/11/2017",29
7949,"Cookies","morning","weekend",5.51,4,"Male","Online Wallet","Germany","11:53","03/11/2017",29
7950,"Bread","afternoon","weekend",1.61,4,"female","Cash","American","12:14","03/11/2017",25
7950,"Juice","afternoon","weekend",28.3,2,"female","Cash","American","12:14","03/11/2017",25
7950,"Cake","afternoon","weekend",20.24,2,"female","Cash","American","12:14","03/11/2017",25
7950,"Jammie Dodgers","afternoon","weekend",46.64,1,"female","Cash","American","12:14","03/11/2017",25
7951,"Scone","afternoon","weekend",40.83,1,"Male","Cash","Germany","12:14","03/11/2017",29
7951,"Bread","afternoon","weekend",1.61,4,"Male","Cash","Germany","12:14","03/11/2017",29
7952,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","12:25","03/11/2017",22
7952,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:25","03/11/2017",22
7952,"Hot chocolate","afternoon","weekend",20.12,2,"Male","Credit card","Vietnamese","12:25","03/11/2017",22
7952,"Tiffin","afternoon","weekend",29.73,2,"Male","Credit card","Vietnamese","12:25","03/11/2017",22
7953,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:28","03/11/2017",23
7953,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:28","03/11/2017",23
7954,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:34","03/11/2017",23
7955,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","12:37","03/11/2017",21
7955,"Granola","afternoon","weekend",28.57,2,"Male","Credit card","Vietnamese","12:37","03/11/2017",21
7955,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:37","03/11/2017",21
7955,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","12:37","03/11/2017",21
7955,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:37","03/11/2017",21
7956,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","12:38","03/11/2017",27
7957,"Pastry","afternoon","weekend",14.94,3,"Male","Credit card","Vietnamese","12:43","03/11/2017",20
7957,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","12:43","03/11/2017",20
7958,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","12:49","03/11/2017",28
7958,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","12:49","03/11/2017",28
7958,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:49","03/11/2017",28
7958,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:49","03/11/2017",28
7959,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:51","03/11/2017",27
7959,"Pastry","afternoon","weekend",14.94,3,"Male","Credit card","Vietnamese","12:51","03/11/2017",27
7959,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","12:51","03/11/2017",27
7960,"Pastry","afternoon","weekend",14.94,3,"Male","Credit card","Vietnamese","12:55","03/11/2017",21
7961,"Brownie","afternoon","weekend",44.82,1,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7961,"Drinking chocolate spoons ","afternoon","weekend",NA,NA,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7961,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7961,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7961,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7961,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","13:04","03/11/2017",26
7962,"Coffee","afternoon","weekend",19.73,3,"Male","Online Wallet","American","13:13","03/11/2017",22
7962,"Coffee","afternoon","weekend",19.73,3,"Male","Online Wallet","American","13:13","03/11/2017",22
7962,"Sandwich","afternoon","weekend",10.13,3,"Male","Online Wallet","American","13:13","03/11/2017",22
7962,"Sandwich","afternoon","weekend",10.13,3,"Male","Online Wallet","American","13:13","03/11/2017",22
7963,"Jammie Dodgers","afternoon","weekend",46.64,1,"Male","Cash","Korean","13:18","03/11/2017",17
7963,"Bread","afternoon","weekend",1.61,4,"Male","Cash","Korean","13:18","03/11/2017",17
7964,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","13:26","03/11/2017",21
7964,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","13:26","03/11/2017",21
7965,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","13:33","03/11/2017",25
7965,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","13:33","03/11/2017",25
7966,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","13:38","03/11/2017",23
7966,"Juice","afternoon","weekend",28.3,2,"Male","Credit card","Vietnamese","13:38","03/11/2017",23
7966,"Muffin","afternoon","weekend",7.18,4,"Male","Credit card","Vietnamese","13:38","03/11/2017",23
7966,"Salad","afternoon","weekend",NA,NA,"Male","Credit card","Vietnamese","13:38","03/11/2017",23
7967,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","13:39","03/11/2017",28
7967,"Spanish Brunch","afternoon","weekend",47.45,1,"Male","Credit card","Vietnamese","13:39","03/11/2017",28
7968,"Spanish Brunch","afternoon","weekend",47.45,1,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7968,"Sandwich","afternoon","weekend",10.13,3,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7968,"Toast","afternoon","weekend",31.53,2,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7968,"Cake","afternoon","weekend",20.24,2,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7968,"Medialuna","afternoon","weekend",43.23,1,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7968,"Chicken Stew","afternoon","weekend",8,4,"Male","Online Wallet","Germany","14:13","03/11/2017",27
7969,"Bread","afternoon","weekend",1.61,4,"female","Online Wallet","Germany","14:16","03/11/2017",19
7970,"Soup","afternoon","weekend",42.55,1,"Male","Credit card","Vietnamese","14:26","03/11/2017",21
7970,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","14:26","03/11/2017",21
7971,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","14:28","03/11/2017",30
7971,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","14:28","03/11/2017",30
7971,"Juice","afternoon","weekend",28.3,2,"Male","Credit card","Vietnamese","14:28","03/11/2017",30
7971,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","14:28","03/11/2017",30
7972,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","14:30","03/11/2017",17
7972,"Toast","afternoon","weekend",31.53,2,"Male","Credit card","Vietnamese","14:30","03/11/2017",17
7972,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","14:30","03/11/2017",17
7973,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","14:34","03/11/2017",29
7974,"Bread","afternoon","weekend",1.61,4,"female","Online Wallet","Germany","14:38","03/11/2017",26
7974,"Bread","afternoon","weekend",1.61,4,"female","Online Wallet","Germany","14:38","03/11/2017",26
7974,"Cake","afternoon","weekend",20.24,2,"female","Online Wallet","Germany","14:38","03/11/2017",26
7975,"Brownie","afternoon","weekend",44.82,1,"Male","Credit card","Vietnamese","14:39","03/11/2017",22
7975,"Coke","afternoon","weekend",45.97,1,"Male","Credit card","Vietnamese","14:39","03/11/2017",22
7976,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","14:48","03/11/2017",24
7976,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","14:48","03/11/2017",24
7977,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","15:02","03/11/2017",16
7977,"Jammie Dodgers","afternoon","weekend",46.64,1,"Male","Credit card","Vietnamese","15:02","03/11/2017",16
7977,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","15:02","03/11/2017",16
7978,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","15:09","03/11/2017",25
7978,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","15:09","03/11/2017",25
7978,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","15:09","03/11/2017",25
7979,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","15:11","03/11/2017",30
7979,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","15:11","03/11/2017",30
7979,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","15:11","03/11/2017",30
7979,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","15:11","03/11/2017",30
7980,"Sandwich","afternoon","weekend",10.13,3,"Male","Credit card","Vietnamese","15:12","03/11/2017",29
7980,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","15:12","03/11/2017",29
7980,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","15:12","03/11/2017",29
7981,"Argentina Night","afternoon","weekend",30.59,2,"female","Online Wallet","Korean","15:38","03/11/2017",22
7981,"Vegan Feast","afternoon","weekend",1.74,4,"female","Online Wallet","Korean","15:38","03/11/2017",22
7982,"Coffee","afternoon","weekend",19.73,3,"female","Cash","American","15:43","03/11/2017",22
7982,"Cake","afternoon","weekend",20.24,2,"female","Cash","American","15:43","03/11/2017",22
7983,"Cake","afternoon","weekend",20.24,2,"Male","Cash","Korean","15:47","03/11/2017",18
7983,"Tea","afternoon","weekend",26.05,2,"Male","Cash","Korean","15:47","03/11/2017",18
7984,"Tea","afternoon","weekend",26.05,2,"Male","Cash","Germany","15:49","03/11/2017",17
7984,"Cake","afternoon","weekend",20.24,2,"Male","Cash","Germany","15:49","03/11/2017",17
7984,"Scone","afternoon","weekend",40.83,1,"Male","Cash","Germany","15:49","03/11/2017",17
7985,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","16:16","03/11/2017",20
7986,"Bread","afternoon","weekend",1.61,4,"Male","Online Wallet","Germany","16:18","03/11/2017",16
7987,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","16:21","03/11/2017",17
7988,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","16:27","03/11/2017",24
7988,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","16:27","03/11/2017",24
7989,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","16:49","03/11/2017",30
7990,"Coffee","evening","weekend",19.73,3,"Male","Credit card","Vietnamese","17:00","03/11/2017",23
7991,"Bread","evening","weekend",1.61,4,"Male","Credit card","Vietnamese","17:11","03/11/2017",18
7991,"Juice","evening","weekend",28.3,2,"Male","Credit card","Vietnamese","17:11","03/11/2017",18
7991,"Muffin","evening","weekend",7.18,4,"Male","Credit card","Vietnamese","17:11","03/11/2017",18
7991,"Cookies","evening","weekend",5.51,4,"Male","Credit card","Vietnamese","17:11","03/11/2017",18
7992,"The Nomad","evening","weekend",31.25,2,"Male","Credit card","Vietnamese","17:13","03/11/2017",17
7992,"Duck egg","evening","weekend",36.29,2,"Male","Credit card","Vietnamese","17:13","03/11/2017",17
7992,"Coffee","evening","weekend",19.73,3,"Male","Credit card","Vietnamese","17:13","03/11/2017",17
7992,"Coffee","evening","weekend",19.73,3,"Male","Credit card","Vietnamese","17:13","03/11/2017",17
7992,"Tea","evening","weekend",26.05,2,"Male","Credit card","Vietnamese","17:13","03/11/2017",17
7993,"Coffee","evening","weekend",19.73,3,"Male","Credit card","Vietnamese","17:15","03/11/2017",20
7993,"Muffin","evening","weekend",7.18,4,"Male","Credit card","Vietnamese","17:15","03/11/2017",20
7994,"Hot chocolate","evening","weekend",20.12,2,"Male","Credit card","Vietnamese","17:16","03/11/2017",21
7994,"Coffee","evening","weekend",19.73,3,"Male","Credit card","Vietnamese","17:16","03/11/2017",21
7994,"Scone","evening","weekend",40.83,1,"Male","Credit card","Vietnamese","17:16","03/11/2017",21
7994,"Cake","evening","weekend",20.24,2,"Male","Credit card","Vietnamese","17:16","03/11/2017",21
7995,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","09:32","03/12/2017",30
7995,"Pastry","morning","weekend",14.94,3,"Male","Credit card","Vietnamese","09:32","03/12/2017",30
7996,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","09:59","03/12/2017",28
7996,"Pastry","morning","weekend",14.94,3,"Male","Credit card","Vietnamese","09:59","03/12/2017",28
7997,"Scone","morning","weekend",40.83,1,"Male","Credit card","Vietnamese","10:12","03/12/2017",29
7997,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","10:12","03/12/2017",29
7998,"Bread","morning","weekend",1.61,4,"Male","Online Wallet","Korean","10:17","03/12/2017",16
7999,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","10:21","03/12/2017",26
7999,"Sandwich","morning","weekend",10.13,3,"Male","Credit card","Vietnamese","10:21","03/12/2017",26
7999,"Brownie","morning","weekend",44.82,1,"Male","Credit card","Vietnamese","10:21","03/12/2017",26
8000,"Coffee","morning","weekend",19.73,3,"Male","Cash","American","10:22","03/12/2017",20
8000,"Cake","morning","weekend",20.24,2,"Male","Cash","American","10:22","03/12/2017",20
8001,"Scone","morning","weekend",40.83,1,"female","Online Wallet","American","10:27","03/12/2017",20
8001,"Coffee","morning","weekend",19.73,3,"female","Online Wallet","American","10:27","03/12/2017",20
8001,"Coffee","morning","weekend",19.73,3,"female","Online Wallet","American","10:27","03/12/2017",20
8001,"Spanish Brunch","morning","weekend",47.45,1,"female","Online Wallet","American","10:27","03/12/2017",20
8002,"Coffee","morning","weekend",19.73,3,"female","Cash","Korean","10:28","03/12/2017",29
8002,"Coffee","morning","weekend",19.73,3,"female","Cash","Korean","10:28","03/12/2017",29
8003,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:02","03/12/2017",27
8003,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:02","03/12/2017",27
8004,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:13","03/12/2017",18
8004,"Spanish Brunch","morning","weekend",47.45,1,"Male","Credit card","Vietnamese","11:13","03/12/2017",18
8005,"Spanish Brunch","morning","weekend",47.45,1,"Male","Credit card","Vietnamese","11:13","03/12/2017",26
8005,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:13","03/12/2017",26
8006,"Bread","morning","weekend",1.61,4,"Male","Cash","Germany","11:27","03/12/2017",20
8007,"Cake","morning","weekend",20.24,2,"Male","Credit card","Vietnamese","11:36","03/12/2017",26
8007,"Muffin","morning","weekend",7.18,4,"Male","Credit card","Vietnamese","11:36","03/12/2017",26
8007,"Vegan Feast","morning","weekend",1.74,4,"Male","Credit card","Vietnamese","11:36","03/12/2017",26
8008,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:45","03/12/2017",16
8008,"Bread","morning","weekend",1.61,4,"Male","Credit card","Vietnamese","11:45","03/12/2017",16
8008,"Brownie","morning","weekend",44.82,1,"Male","Credit card","Vietnamese","11:45","03/12/2017",16
8009,"Coffee","morning","weekend",19.73,3,"Male","Credit card","Vietnamese","11:58","03/12/2017",23
8010,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:03","03/12/2017",18
8010,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:03","03/12/2017",18
8011,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Hot chocolate","afternoon","weekend",20.12,2,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Cake","afternoon","weekend",20.24,2,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Vegan mincepie","afternoon","weekend",15.76,3,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8011,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:07","03/12/2017",17
8012,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","12:08","03/12/2017",24
8012,"Muffin","afternoon","weekend",7.18,4,"Male","Credit card","Vietnamese","12:08","03/12/2017",24
8012,"Jammie Dodgers","afternoon","weekend",46.64,1,"Male","Credit card","Vietnamese","12:08","03/12/2017",24
8013,"Bread","afternoon","weekend",1.61,4,"Male","Credit card","Vietnamese","12:09","03/12/2017",18
8014,"Tea","afternoon","weekend",26.05,2,"female","Online Wallet","Germany","12:12","03/12/2017",21
8015,"Pastry","afternoon","weekend",14.94,3,"Male","Credit card","Vietnamese","12:21","03/12/2017",28
8015,"Scone","afternoon","weekend",40.83,1,"Male","Credit card","Vietnamese","12:21","03/12/2017",28
8015,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:21","03/12/2017",28
8015,"Tea","afternoon","weekend",26.05,2,"Male","Credit card","Vietnamese","12:21","03/12/2017",28
8016,"Coffee","afternoon","weekend",19.73,3,"Male","Credit card","Vietnamese","12:32","03/12/2017",18
